column,category_value,row_count,share_pct,default_count,default_rate_pct,is_missing_category,rare_category_flag
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhUkir+DwGyHxwYTgGrDEtkwLlwpb9LID7BtKa+XySDmk=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhUnVo406dI7ZTbor1204/KjPcNw1Gx3cCmMmerduJomo=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhUnVo406dI7ZTbor1204/KoL7jJJqgIATO5YcVcpUxoo=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhUnVo406dI7ZTbor1204/KqkjficswWbmpbC+DwL7e1Y=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhUnVo406dI7ZTbor1204/KrJVxyz83Ep0tdXhbbrFj3g=,2,0.0,1,50.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhUtjKQUCGyA0Eb1eJxWhj1UsLOYZXLqZ6kZaHOxfh5sc=,2,0.0,1,50.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhUtv5QjEyubUg2hw88+aTgu/rjEhU+CM03ZS9Cs1BIbI=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhUw+dP/37LpYRXd1IYoScKrmGk7tmM6EgQy7j8dimCIA=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhUxM/FpaQpyRZxQxNl3IT5q3H+pSmAmNCoWvVAjNPuMg=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhUzjdYHE9Mky53lZemq67Yxa1xM8tDV0Cgb1tYzYb9n0=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhV+08aFIq9LSKzNiqcwES2TC7tVLpuu5jmclHgN21pq0=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhV0ZfjTYV24zVDzX2AV1eyzDbYJL0d47omA8Oo1qIl/M=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhV42iJaxN+n6jL6y8itNAruG30m6TmfBUo3Dx8O0GMog=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhV4vtmw7X8iArdkDeM9/h9yIqzBjFeLkKW0IJe3GnGD8=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhV9AxFDIgCZ8ZPkDlTGPwpuQF3bJr8w43jYFw315WjRU=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhVH87xRF/2n/Vpa7oMQPEAwJvGe5cbDCK2krud8CwVu4=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhVHjzhWp2/jyhAKOE438Rhm3QWih07No+ukLLMbcQVqs=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhVJbPkgi4J8xxfNrxDfXbDVr5pHrKmyaZHrvhXlHPIgI=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhVTqU69Op3ahsI5Xa4hKCX2ph7Ov5I6ke+EmuXnJsPTU=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhVZGpYM83Tj9q1GgGvm34RcCRxZ/eSc6S0qAB21+Tjj0=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhVc8EGad4NcmXoYSs0rDemHeR/rqCujYqZo8bTwXEiGI=,2,0.0,1,50.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhVeZYTl4owYPQvJoe6tu029DGPP3R0nnsSxurI28dit0=,2,0.0,1,50.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhVkdNpDdjmOHZjizERgVoR7gTuDTtK8J/0Ff8T1WYo5k=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhVmb5e6Hd2Ypf2CrJaHUc6R/GW/9kowNEiYw/bu0++4Q=,2,0.0,1,50.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhVocKDhhc9AePVARbB7wuZgCluCZptgilqCS4ZnYjq3Y=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhVpRvKXSnQfoG/RDxMmAIB6MK+fr/m4b+pIYHwQshSNw=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhVrYRn2ZNy3AZ8jEkimYPN5vYpmXymKitqHf6X2tA0Qw=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhVv8HY4A1Ad03rM5q8rNtkqpIrZQ4x+NyakMlFKg/07Y=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhW0F/TEC/k6WW5Oxs1Yk3nU7QSwpWj0r5a4uIzSbWcHU=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhW0F/TEC/k6WW5Oxs1Yk3nXCP8zE7AR5mnrK/z8IkjwY=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhW8Y+BkgQJpDFfuGp1GB886rjhxbfmhRwklYV7LZFfZ0=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhWAXVO8v9dVTh7iFu/iECZ7jsMRSKGtkeezoGNpcnA4I=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhWDapsGzg/SpCTUm3odqqYjB3Q8k5pkBuZTYe4CqtcXc=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhWIxXV0mQqqt3kweAG7aLDfJXbT3f9C+TMEkypxypKoc=,2,0.0,1,50.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhWMkWXY+KrAT4LgSxz/R8fqot7WEkZ97a23uXmHz8zPs=,2,0.0,1,50.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhWMkWXY+KrAT4LgSxz/R8fvKFNmawo2QwpNJ8kFbQETU=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhWO+qvdzlaChrMW7h1mw/26OAiiX5+NxzUh9+H00Eiro=,2,0.0,1,50.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhWQQ5gbLrTilH4HOokB+NHXZ9xbwAA7J3UthyaNjztV8=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhWTeY793K7qsy9xkB8pIa9Mi2FRKoLWFixz4ZSvR3p4o=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhWY86cms6t6uZb5lDfGwC4cQM4NvKpCypCwTZHn8mn2U=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhWYWCaHfLJeGQY9ShgdpyR0fFbpvRhTTIkyzx6RdZ3XU=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhWZ9no8j0xEXBt1uHwqBBzd7EvAtFs9OUE1HZpNH1sGc=,2,0.0,1,50.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhWaehhKPGbHUhI/AcP+HYwGoFYecg0kZmvUf3ADmqL/g=,2,0.0,1,50.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhWelUcRSllOJk28oLbt51EvmwEBQKd1plCAwNfI+YeI0=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhWjQAWBmsEJnr5G/vmka4EeXiX/vX71FvMIXw4t5Jqic=,2,0.0,1,50.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhWjSaD1yygoJQi+VaEPr3ynIuTgt6TaSTRdQC0im5uNY=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhWkKh8CIIUF+fIJOD9IsiJfZ/9UtC/zyjKwmJ9MT2eRk=,2,0.0,1,50.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhWr45ny8YPUWDXLN8zuJ2VgvDmXil1Cp0ev+pSZkL54o=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhWsuU20YBwYABceu6cJzWYK8dJZrrzWzNG6mnaSjn6yw=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhWv7CGYqCiCrQ+AutkuDLeTYOCa/0ecoM5h2ZGx4jBRQ=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhX23ulmnrYxcrIk1Plvfbxxwv8P5WfGoLxRG2OW0QQ9E=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhX3iJ5GVyE0aawHNCZ0Be2BlGKC+1ugO3FPfa4csFSWY=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhX4egSuYEJFLNUk5pzCAbb5Mkly2X/1wuLxiLbGXadO0=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhX8MOewwkvWM1RS6NE9qJMknhGShvrdBmO1D8NllWkBQ=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhXAeKSyouaeZJ+C43GPRRhYyQROGxPhPCn+h1uFW6Nq8=,2,0.0,1,50.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhXBF/FefKm4c8M9ZORZkUgsrVzJQ5AY3w5D3Te1LgEMI=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhXBq8bbV0u7XTgc5maesLshq7mcwHfeUTR4XUukJnu24=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhXBq8bbV0u7XTgc5maesLsi4v0tYEaNVztCQtYMkg5Kk=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhXMMtJoK9LwGSUcO3eVCIs8VvoMewvTPpGJOBZdsEHo0=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhXPwoLU8iL9AjCSxdV8+QbO/rjEhU+CM03ZS9Cs1BIbI=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhXQRlV06D5v1UK3F+arYzHU1PMNSzWKOtcH8psrkR0m4=,2,0.0,2,100.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhXT9nVwMW0CfoCZlAC/jsTCTjuniGmjjDnEUyiUmcE5U=,2,0.0,1,50.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhXTlMTsXyNf6c0NTl2FKNMEA0ZQA0RBVRqaLU8BETG9M=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhXUEive9kZx4PR7SvE6IGSKop2eFB7YQC1f1ARXUEuSU=,2,0.0,1,50.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhXbo2ZUup/9HxZO71M0FT+YovjAwmDCzLNefZxizm+tA=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhXolcN5hNExXpj8lLHROZWFCplejibdOfCl5+laECCvg=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhXqxSQlSkj/A1c4XiCD86opkOB1GMRqimbiu2NnDF5pE=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhXrqI4Lrm8eAIvvqHLR2ib2S91IjbjFln2CCBbUwP400=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhXzIhw9fsSuK+11SzDkC/KmYygCqeyOOc55NOp6i9hZM=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhY/VqmG6B4dgKnQsBaJMb7XQXM20+RFng2uWzaHtD5zY=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhY3hIRj4b6Ah/oEjdFOfae6FoLjMA+I99Tonk8xM8xqI=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhY5RpOBkKRh58ikxlj8UDTwSwa5mRqzmvlGRijI8Mk74=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhY9aQ1zI7fXiJn4rqMomFIQlneUM3AerXhzfjImoMl5o=,2,0.0,1,50.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhYE5F4cNxLHXOYIeOJn975ACnqbqMplHKAaf9Rg2TC6c=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhYHz8cpWxsXzQ5a7H64WQ06sTlgfgQU9jwyZdBBQ8nnY=,2,0.0,1,50.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhYQLcAXX/xZ/yfh+brGCj35NX7up0l0o1zQKHX++xo8E=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhYSEmJ1skpuuJLrXiF3cPXpCfkDnZ+5b/5dYYw7NJcfk=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhYTieiS5xYqHuD/EdWG08LeVIbOcwSaamsJsHLYcj584=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhYXeTR1wFwOJfwW4OxGbb4QwHMo95YDDfNDtkEzQRkoU=,2,0.0,1,50.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhYZkppau85k5HhC8k9zshOg2pUGZcTJbfqkfxL+eYvR8=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhYcNEBmR+IehPJp7ooS8aBkXkXh8G75JPjjYv7zoINmE=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhYdiLxA2uY3iQMIEKVPrEJJmxML1o7BH4qS3CKtdhKmg=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhYgwi3+NRCkDVwDaj6TlNibhdlLUUsm81y4ea99u8IBA=,2,0.0,1,50.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhYh+pW8RfcsuWD8hvGJbW2KwvUJ1gabL7c0X9ZvR9+zQ=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhYh3A0O6d9pcQ/Z64AJqo1kNVkVBFQENVDG+pDkpxUdQ=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhYh3TNh2qGWg3ejcg29OkkW8wXrui8BLXY29j3Rg+4/g=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhYiNGgb6ULrhADOp8jGaGer93q0W1mVHnCiBKvfBmh+U=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhYkSUj0bSHLCN+b6mKsz69D10ShTi9LeeCxHBUZX9zfg=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhYloVFtD+y94dSMvNm6XOGcPTg/y+X9yGX/ewd0XEumU=,2,0.0,1,50.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhYndp6WaGbASApGAk9tu78YWJyw7EIJevDxgJQg3HygI=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhYpt9W1e2Hro4Tf/iidFImkabqGuiA+3o1alHDa+en4U=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhYt3k5SZsjRK/3jaWYpDASAaO3ksbTjaXtm2CU55xnos=,2,0.0,1,50.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhYwVOK5mJLeVIbIXKJT077bWEoVD94qJ0YUPPdV11nDk=,2,0.0,1,50.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhYxDK38nbDJjlByCZH/6rljUnszTUfgenwdJg9ytB7Us=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhYzIff8wtYHfitJ9Ly8tvOeE9xEYEp6c1xnUYMFrGpMo=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhZ+fyEgoV3Nx8ORqpCgox5oaPMikp0Dl5Yu2rlLVWItM=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhZ0Kwr4Lj1SvuUqCGH5rVhabmJljL/gdp6ctqF6e7TLM=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhZ1HaS4VESsAewJeOiRn1tmgOGlexZzuBC0L9lOX348c=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhZ4CqMdAPge3HkkKphCwTwF7myJ3MaeDSKbjYV8D4rRI=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhZ5IzkY1NTwkwcpNdXZze2ukKfLaE15sq+BTKwIZeypk=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhZ8+kS0BPPtK22o7QxxwDkdMh9dLPSHEAJEux1ergWlc=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhZDgi1oju3ilT8mr/hm/M4mf8OKOiQutb3kSctWD34rA=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhZEL9B3a7UToomgxEnWPpfvzAjOGWqTv2+UD19l2Fi94=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhZJIJ3UTi6V36PSL7b/Vl31nkFr9LZXRAVpQpuYTl5bY=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhZMT7v89Qo3zqtC9az7ugQibs2zMahkYwSIzgL3A1sGs=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhZOSFax1YkJY6xdD3Iqac68i+x7N3inYhNaVyDHQubMQ=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhZPPPKc9LpTlb1fPsIjiQkCS3g6MG0qvT+Ai/YWM6sXc=,2,0.0,1,50.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhZPbZ64JaJhDxCbRZf+g1yTnD7OMLSkHWXRB4ouq8GC0=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhZVkKWDU1kDltvE7bWdPYODGfZTZHtmbeNa5j5ZfVXJ8=,2,0.0,1,50.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhZdkH+txPnDbBuhuKtyVhTSW7m49OQxW1JimHiRX+NkY=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhZdkH+txPnDbBuhuKtyVhTaLAuwL+eddD2BHE3IlQ0kQ=,2,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhZdkH+txPnDbBuhuKtyVhTbIXm5fQcnYY5JxQEupdw28=,2,0.0,0,0.0,False,True
